segment_uid,Corridor_Name,Placement_Type,Shapefile_Name,Sequence_Order,Original_Shapefile_Row,Segment_Length_Meters,Start_Lat,Start_Lon,End_Lat,End_Lon,Midpoint_Lat,Midpoint_Lon,network_layer_type,nearest_signal_dist_meters,nearest_bus_stop_dist_meters,Google_Maps_Origin,Google_Maps_Destination,Google_Maps_Midpoint,Polyline_Geometry_String,Topology_Flipped_To_Fit,Continuity_Status,Validation_Checkpoint,attr_id,attr_Length,attr_Corridor,attr_S.no
LITTLEMOUNT_KILAMBAKKAM_011,Corridor_Littlemount_Kilambakkam,Littlemount_Kilambakkam,Littlemount_Kilambakkam.shp,11,6,477.7,12.99603877,80.18940575,12.99397344,80.18554714,12.99495922,80.18750498,At-Grade (Ground),2542.13,795.9,"12.9960387677707,80.18940575434182","12.993973435223046,80.18554714164792","12.99495922114472,80.1875049791469","12.9960387677707,80.18940575434182|12.99595,80.18928|12.99592,80.18925|12.99583,80.18913|12.99574,80.18899|12.99561,80.18879|12.99556,80.18871|12.99537,80.18835|12.99519,80.18797|12.99511,80.18781|12.99504,80.18768|12.99492,80.18742|12.99488,80.18734|12.99485,80.18728|12.99475,80.18709|12.9946,80.18679|12.99454,80.18668|12.99435,80.18633|12.993973435223046,80.18554714164792",FALSE,Continuous,Intermediate,,0.48,,
LITTLEMOUNT_KILAMBAKKAM_012,Corridor_Littlemount_Kilambakkam,Littlemount_Kilambakkam,Littlemount_Kilambakkam.shp,12,21,875.2,12.99397344,80.18554714,12.98943937,80.17895924,12.9919087,80.1821169,At-Grade (Ground),1988.14,565.33,"12.993973435223046,80.18554714164792","12.9894393719624,80.17895923543249","12.991908703667537,80.1821169047154","12.993973435223046,80.18554714164792|12.99397,80.18554|12.99393,80.18548|12.99379,80.18521|12.99354,80.18476|12.99296,80.18369|12.99258,80.18308|12.99249,80.18295|12.9924,80.18281|12.99202,80.18226|12.99097,80.18091|12.99024,80.17998|12.98998,80.17966|12.98967,80.17928|12.98944,80.17896|12.9894393719624,80.17895923543249",FALSE,Continuous,Intermediate,,0.88,LittleMount-Kilambakkam,
LITTLEMOUNT_KILAMBAKKAM_013,Corridor_Littlemount_Kilambakkam,Littlemount_Kilambakkam,Littlemount_Kilambakkam.shp,13,26,539.37,12.98943937,80.17895924,12.98653483,80.17496753,12.98794903,80.1769919,At-Grade (Ground),1282.16,112.07,"12.9894393719624,80.17895923543249","12.986534827587276,80.17496753256857","12.987949027724934,80.17699190492922","12.9894393719624,80.17895923543249|12.98921,80.17868|12.989,80.17842|12.98867,80.17801|12.98822,80.17739|12.98741,80.1762|12.98726,80.17599|12.98721,80.17592|12.987200755745215,80.17590705804331|12.98716,80.17585|12.98686,80.17543|12.986534827587276,80.17496753256857",FALSE,Continuous,Intermediate,,0.54,LittleMount-Kilambakkam,
LITTLEMOUNT_KILAMBAKKAM_014,Corridor_Littlemount_Kilambakkam,Littlemount_Kilambakkam,Littlemount_Kilambakkam.shp,14,20,1056.05,12.98653483,80.17496753,12.98140567,80.16675908,12.98389379,80.17091154,At-Grade (Ground),484.88,685.77,"12.986534827587276,80.17496753256857","12.981405672497335,80.16675907599573","12.983893792378815,80.17091154038863","12.986534827587276,80.17496753256857|12.98641,80.17479|12.98616,80.17439|12.98599,80.17414|12.98575,80.17376|12.98522,80.17298|12.98468,80.17219|12.9846,80.17206|12.98428,80.17153|12.9841,80.17124|12.98399,80.17107|12.98365,80.17051|12.98355,80.17034|12.98316,80.16967|12.98288,80.16919|12.98276,80.16899|12.98233,80.16827|12.98218,80.16802|12.98194,80.16764|12.98176,80.16733|12.98169,80.16722|12.98161,80.1671|12.9815,80.16691|12.981405672497335,80.16675907599573",FALSE,Continuous,Intermediate,,1.06,LittleMount-Kilambakkam,
LITTLEMOUNT_KILAMBAKKAM_015,Corridor_Littlemount_Kilambakkam,Littlemount_Kilambakkam,Littlemount_Kilambakkam.shp,15,30,442,12.98140567,80.16675908,12.97988448,80.16301832,12.9804592,80.16496559,At-Grade (Ground),226.86,1433.71,"12.981405672497335,80.16675907599573","12.979884475592367,80.16301832189558","12.980459196107114,80.16496559075439","12.981405672497335,80.16675907599573|12.9814,80.16675|12.98131,80.1666|12.98128,80.16654|12.98114,80.16632|12.9811,80.16625|12.98103,80.16612|12.98092,80.16594|12.98077,80.16565|12.98068,80.16546|12.98061,80.16533|12.98057,80.16524|12.98052,80.16511|12.98044,80.16492|12.98038,80.16474|12.98029,80.16448|12.98025,80.16433|12.98022,80.16424|12.98016,80.16401|12.98005,80.1636|12.98001,80.16344|12.97991,80.1631|12.979884475592367,80.16301832189558",FALSE,Continuous,Intermediate,,0.44,LittleMount-Kilambakkam,
LITTLEMOUNT_KILAMBAKKAM_016,Corridor_Littlemount_Kilambakkam,Littlemount_Kilambakkam,Littlemount_Kilambakkam.shp,16,19,971.39,12.97988448,80.16301832,12.97495286,80.15562376,12.97740855,80.15933259,At-Grade (Ground),924.05,2130.97,"12.979884475592367,80.16301832189558","12.974952855017662,80.15562376343237","12.977408545275884,80.15933258881935","12.979884475592367,80.16301832189558|12.97986,80.16294|12.97984,80.16289|12.97983,80.16288|12.97978,80.16276|12.97972,80.16266|12.97967,80.16256|12.97962,80.16248|12.97953,80.16235|12.97948,80.16227|12.97941,80.16218|12.97929,80.16201|12.97912,80.16178|12.97907,80.16171|12.979,80.16162|12.97868,80.16116|12.97843,80.16079|12.97794,80.16009|12.97783,80.15992|12.97778,80.15986|12.97755,80.15955|12.97742,80.15935|12.97717,80.15897|12.9769,80.15856|12.97684,80.15848|12.97681,80.15842|12.97675,80.15832|12.97674,80.15831|12.97628,80.15757|12.97617,80.1574|12.97604,80.15719|12.97586,80.15692|12.97577,80.15678|12.97545,80.15632|12.9753,80.15611|12.97517,80.15591|12.974952855017662,80.15562376343237",FALSE,Continuous,Intermediate,,0.97,LittleMount-Kilambakkam,
LITTLEMOUNT_KILAMBAKKAM_017,Corridor_Littlemount_Kilambakkam,Littlemount_Kilambakkam,Littlemount_Kilambakkam.shp,17,5,1565.48,12.97495286,80.15562376,12.96391739,80.14734246,12.97029862,80.15049431,At-Grade (Ground),2157.2,3362.45,"12.974952855017662,80.15562376343237","12.96391739095382,80.14734246365127","12.970298622338458,80.15049431116923","12.974952855017662,80.15562376343237|12.97495,80.15562|12.97494,80.15554|12.97494,80.15553|12.97493,80.15551|12.97492,80.15549|12.97491,80.15548|12.9749,80.15546|12.97489,80.15545|12.97484,80.15538|12.97471,80.15522|12.97466,80.15514|12.9746,80.15506|12.97449,80.1549|12.97439,80.15473|12.97428,80.15456|12.97417,80.15439|12.97407,80.15422|12.97388,80.15394|12.9738,80.15382|12.97368,80.15365|12.97361,80.15354|12.97351,80.15338|12.97337,80.15318|12.97329,80.15305|12.97321,80.15293|12.97311,80.15279|12.973,80.15263|12.97292,80.15249|12.97274,80.15223|12.97266,80.15209|12.97262,80.15203|12.97257,80.15197|12.9725,80.15188|12.97244,80.1518|12.97239,80.15174|12.97234,80.15168|12.9723,80.15164|12.97226,80.15159|12.97219,80.15153|12.97212,80.15147|12.97205,80.1514|12.97199,80.15136|12.97189,80.15129|12.97185,80.15126|12.97179,80.15122|12.97174,80.15119|12.97165,80.15113|12.97158,80.1511|12.9715,80.15106|12.97143,80.15103|12.97111,80.15088|12.97109,80.15087|12.97093,80.1508|12.97067,80.15067|12.97044,80.15056|12.97043,80.15056|12.97035,80.15052|12.97027,80.15048|12.97002,80.15037|12.96995,80.15033|12.96994,80.15033|12.9697,80.15022|12.96963,80.15018|12.96954,80.15015|12.96925,80.15|12.96892,80.14985|12.96882,80.1498|12.96843,80.14962|12.9681,80.14946|12.96804,80.14944|12.96798,80.14941|12.96782,80.14933|12.96755,80.14921|12.96746,80.14917|12.96735,80.14912|12.96727,80.14908|12.9671,80.149|12.96702,80.14896|12.96693,80.14892|12.96681,80.14887|12.96669,80.14882|12.96661,80.14878|12.96637,80.14866|12.96616,80.14856|12.96582,80.14838|12.96558,80.14826|12.96551,80.14823|12.96534,80.14814|12.96522,80.14808|12.96488,80.14787|12.96456,80.14768|12.96447,80.14763|12.96429,80.14752|12.96398,80.14736|12.96396,80.14735|12.96394,80.14735|12.96391739095382,80.14734246365127",FALSE,Continuous,Intermediate,,1.57,,
LITTLEMOUNT_KILAMBAKKAM_018,Corridor_Littlemount_Kilambakkam,Littlemount_Kilambakkam,Littlemount_Kilambakkam.shp,18,4,738.45,12.96391739,80.14734246,12.9580065,80.14420556,12.9609696,80.14576586,At-Grade (Ground),3219.6,4198.23,"12.96391739095382,80.14734246365127","12.958006495926393,80.14420555826065","12.9609696017671,80.14576585808952","12.96391739095382,80.14734246365127|12.96391,80.14734|12.96388,80.14734|12.9638,80.14733|12.96374,80.1473|12.96355,80.1472|12.96346,80.14715|12.96295,80.14686|12.96263,80.14668|12.96232,80.1465|12.96216,80.14641|12.96198,80.14631|12.96166,80.14613|12.96149,80.14604|12.96128,80.14593|12.96122,80.1459|12.96094,80.14575|12.96093,80.14574|12.9608,80.14567|12.96077,80.14566|12.96058,80.14556|12.96053,80.14553|12.96051,80.14551|12.96048,80.1455|12.96047,80.14549|12.96033,80.14542|12.96031,80.14541|12.96017,80.14534|12.95934,80.14492|12.95824,80.14434|12.958006495926393,80.14420555826065",FALSE,Continuous,Intermediate,,0.74,,
LITTLEMOUNT_KILAMBAKKAM_019,Corridor_Littlemount_Kilambakkam,Littlemount_Kilambakkam,Littlemount_Kilambakkam.shp,19,3,660.92,12.9580065,80.14420556,12.95274996,80.14131952,12.95536095,80.14278911,At-Grade (Ground),3892.73,4702.52,"12.958006495926393,80.14420555826065","12.952749963018507,80.14131952023989","12.955360949459985,80.14278911397713","12.958006495926393,80.14420555826065|12.95791,80.14415|12.95774,80.14406|12.95732,80.14384|12.95684,80.14359|12.95654,80.14343|12.95625,80.14328|12.9561,80.14319|12.95572,80.14298|12.95538,80.1428|12.95531,80.14276|12.95505,80.14263|12.95491,80.14255|12.95454,80.14236|12.95431,80.14222|12.95427,80.1422|12.95412,80.14212|12.95411,80.14211|12.95396,80.14203|12.95387,80.14199|12.95349,80.14178|12.95321,80.14162|12.95291,80.14143|12.9529,80.14143|12.95278,80.14134|12.952749963018507,80.14131952023989",FALSE,Continuous,Intermediate,,0.66,,
LITTLEMOUNT_KILAMBAKKAM_020,Corridor_Littlemount_Kilambakkam,Littlemount_Kilambakkam,Littlemount_Kilambakkam.shp,20,2,316.75,12.95274996,80.14131952,12.95045043,80.13958567,12.95158878,80.14047065,At-Grade (Ground),4372.36,5098.9,"12.952749963018507,80.14131952023989","12.95045043419694,80.13958566621766","12.951588777045947,80.14047064753828","12.952749963018507,80.14131952023989|12.95256,80.14119|12.95227,80.14099|12.95226,80.14098|12.95223,80.14096|12.95204,80.14081|12.95196,80.14075|12.95167,80.14054|12.95161,80.14048|12.9516,80.14048|12.95154,80.14043|12.95146,80.14037|12.95121,80.14017|12.95103,80.14003|12.95045043419694,80.13958566621766",FALSE,Continuous,Intermediate,,0.32,,
LITTLEMOUNT_KILAMBAKKAM_021,Corridor_Littlemount_Kilambakkam,Littlemount_Kilambakkam,Littlemount_Kilambakkam.shp,21,24,836.48,12.95045043,80.13958567,12.94439773,80.13497203,12.94742939,80.13727398,At-Grade (Ground),4947.44,5614.1,"12.95045043419694,80.13958566621766","12.944397727487297,80.134972030489","12.947429393377597,80.13727397690404","12.95045043419694,80.13958566621766|12.95043,80.13957|12.95007,80.13929|12.94978,80.13907|12.949777049545043,80.13906716302408|12.94952,80.13882|12.94906,80.13844|12.94871,80.13818|12.94831,80.13788|12.94782,80.13755|12.94753,80.13734|12.94721,80.13713|12.94697,80.13696|12.94678,80.13681|12.94673,80.13677|12.9465,80.13659|12.94587,80.13609|12.94505,80.13545|12.9445,80.13506|12.94443,80.135|12.944397727487297,80.134972030489",FALSE,Continuous,Intermediate,,0.84,LittleMount-Kilambakkam,
LITTLEMOUNT_KILAMBAKKAM_022,Corridor_Littlemount_Kilambakkam,Littlemount_Kilambakkam,Littlemount_Kilambakkam.shp,22,23,1052.67,12.94439773,80.13497203,12.93743173,80.12838134,12.94094896,80.13163896,At-Grade (Ground),5889.42,6498.26,"12.944397727487297,80.134972030489","12.937431726331393,80.1283813427022","12.940948958172944,80.13163895817294","12.944397727487297,80.134972030489|12.94428,80.13487|12.94408,80.13472|12.94399,80.13465|12.9439,80.13457|12.9438,80.13448|12.94353,80.13425|12.94322,80.13394|12.94293,80.13366|12.94264,80.13337|12.94247,80.1332|12.94235,80.13309|12.94205,80.13277|12.9416,80.13231|12.94144,80.13212|12.94128,80.13196|12.94106,80.13175|12.94098,80.13167|12.94085,80.13154|12.94055,80.13122|12.94051,80.13118|12.94048,80.13115|12.94035,80.13099|12.94017,80.1308|12.93988,80.1305|12.93946,80.13011|12.9392,80.12989|12.93873,80.12949|12.93803,80.1289|12.93763,80.12857|12.93752,80.12845|12.937431726331393,80.1283813427022",FALSE,Continuous,Intermediate,,1.05,LittleMount-Kilambakkam,
LITTLEMOUNT_KILAMBAKKAM_023,Corridor_Littlemount_Kilambakkam,Littlemount_Kilambakkam,Littlemount_Kilambakkam.shp,23,1,1143.01,12.93743173,80.12838134,12.92992719,80.12115148,12.93357398,80.12487777,At-Grade (Ground),6985.92,7553.15,"12.937431726331393,80.1283813427022","12.92992719120892,80.12115148131882","12.933573978025521,80.12487776874231","12.937431726331393,80.1283813427022|12.93743,80.12838|12.9368,80.12778|12.93666,80.12767|12.93604,80.12717|12.93593,80.12708|12.93505,80.12626|12.9347,80.12593|12.93435,80.12564|12.93399,80.1253|12.93332,80.12462|12.93275,80.12406|12.93262,80.12392|12.93172,80.12302|12.9303,80.12158|12.93006,80.1213|12.92999,80.12122|12.92992719120892,80.12115148131882",FALSE,Continuous,Intermediate,,1.14,,
LITTLEMOUNT_KILAMBAKKAM_024,Corridor_Littlemount_Kilambakkam,Littlemount_Kilambakkam,Littlemount_Kilambakkam.shp,24,0,576.83,12.92992719,80.12115148,12.9261864,80.1174506,12.92803938,80.11931894,At-Grade (Ground),7843.24,8395.2,"12.92992719120892,80.12115148131882","12.926186399260088,80.11745059935258","12.928039382345606,80.11931894183775","12.92992719120892,80.12115148131882|12.92988,80.1211|12.92939,80.12062|12.92918,80.12041|12.92889,80.12017|12.92846,80.11973|12.92802,80.1193|12.9273,80.11856|12.927,80.11827|12.92664,80.11789|12.92655,80.1178|12.92645,80.1177|12.92638,80.11762|12.926186399260088,80.11745059935258",FALSE,Continuous,Intermediate,,0.58,,
LITTLEMOUNT_KILAMBAKKAM_025,Corridor_Littlemount_Kilambakkam,Littlemount_Kilambakkam,Littlemount_Kilambakkam.shp,25,18,834.84,12.9261864,80.1174506,12.92085569,80.11200569,12.92351252,80.11473564,At-Grade (Ground),8547.38,8975.5,"12.926186399260088,80.11745059935258","12.920855687250913,80.11200568725091","12.923512521728423,80.1147356353823","12.926186399260088,80.11745059935258|12.92614,80.11741|12.9257,80.11694|12.92516,80.1164|12.92443,80.11567|12.92407,80.11531|12.92369,80.11491|12.92312,80.11435|12.9231,80.11433|12.92307,80.1143|12.92276,80.11401|12.92254,80.1138|12.92148,80.11269|12.92112,80.1123|12.92097,80.11212|12.920855687250913,80.11200568725091",FALSE,Continuous,Intermediate,,0.84,LittleMount-Kilambakkam,
LITTLEMOUNT_KILAMBAKKAM_026,Corridor_Littlemount_Kilambakkam,Littlemount_Kilambakkam,Littlemount_Kilambakkam.shp,26,17,680.6,12.92085569,80.11200569,12.9169437,80.10718595,12.91879832,80.1096755,At-Grade (Ground),9301.58,9553.86,"12.920855687250913,80.11200568725091","12.916943695879112,80.10718595008673","12.918798321172865,80.10967549691836","12.920855687250913,80.11200568725091|12.92076,80.11191|12.92032,80.11148|12.91998,80.11112|12.9198,80.11088|12.91931,80.11028|12.91884,80.10973|12.91845,80.10922|12.91834,80.10911|12.91815,80.10888|12.91789,80.10855|12.9176,80.10819|12.91744,80.10797|12.91733,80.10783|12.91723,80.1077|12.91712,80.10752|12.916943695879112,80.10718595008673",FALSE,Continuous,Intermediate,,0.68,LittleMount-Kilambakkam,
LITTLEMOUNT_KILAMBAKKAM_027,Corridor_Littlemount_Kilambakkam,Littlemount_Kilambakkam,Littlemount_Kilambakkam.shp,27,31,1374.57,12.9169437,80.10718595,12.90896984,80.09869373,12.91374324,80.10180945,At-Grade (Ground),10290.02,10462.5,"12.916943695879112,80.10718595008673","12.908969844015179,80.0986937348258","12.91374323584694,80.10180945417639","12.916943695879112,80.10718595008673|12.91693,80.10716|12.91662,80.10657|12.91648,80.10631|12.91638,80.10614|12.91622,80.10585|12.91587,80.1052|12.91566,80.10481|12.91529,80.10412|12.91501,80.10361|12.9147,80.10302|12.91454,80.1028|12.91434,80.10255|12.91414,80.10225|12.91396,80.10202|12.91385,80.1019|12.9138,80.10185|12.91373,80.1018|12.9137,80.10177|12.91368,80.10175|12.91367,80.10172|12.913667606903763,80.10171920230125|12.91361,80.1017|12.91352,80.10167|12.91347,80.10165|12.9134,80.10164|12.91332,80.10164|12.9132,80.10163|12.91305,80.10164|12.91286,80.10165|12.91231,80.10161|12.91202,80.10157|12.91182,80.10155|12.91142,80.1015|12.91128,80.10148|12.91116,80.10143|12.91096,80.10133|12.91044,80.10103|12.91027,80.10091|12.91014,80.10078|12.91002,80.10064|12.90992,80.10049|12.90978,80.10027|12.90972,80.10015|12.9093,80.09926|12.90916,80.09902|12.90916,80.099|12.90905,80.09883|12.908969844015179,80.0986937348258",FALSE,Continuous,Intermediate,,1.37,LittleMount-Kilambakkam,
LITTLEMOUNT_KILAMBAKKAM_028,Corridor_Littlemount_Kilambakkam,Littlemount_Kilambakkam,Littlemount_Kilambakkam.shp,28,16,921.62,12.90896984,80.09869373,12.90242327,80.09347814,12.90576796,80.09600997,At-Grade (Ground),11364.77,11229.24,"12.908969844015179,80.0986937348258","12.902423271032369,80.09347813648981","12.905767964661283,80.09600997475806","12.908969844015179,80.0986937348258|12.90895,80.09866|12.9089,80.0986|12.90875,80.0984|12.90867,80.0983|12.90853,80.09816|12.90848,80.0981|12.90836,80.09799|12.9082,80.09787|12.90802,80.09772|12.9079,80.09762|12.90758,80.09736|12.90726,80.09713|12.90699,80.09692|12.90654,80.09658|12.9063,80.09642|12.90612,80.09628|12.90588,80.09609|12.90567,80.09594|12.90557,80.09587|12.90527,80.09564|12.90512,80.09554|12.90454,80.09514|12.90354,80.0944|12.902423271032369,80.09347813648981",FALSE,Continuous,Intermediate,,0.92,LittleMount-Kilambakkam,
LITTLEMOUNT_KILAMBAKKAM_029,Corridor_Littlemount_Kilambakkam,Littlemount_Kilambakkam,Littlemount_Kilambakkam.shp,29,15,958.61,12.90242327,80.09347814,12.89549662,80.08816943,12.8989747,80.09080406,At-Grade (Ground),12300.75,11949.13,"12.902423271032369,80.09347813648981","12.89549662158875,80.08816943240745","12.898974696477678,80.09080406051595","12.902423271032369,80.09347813648981|12.90205,80.09317|12.90124,80.09253|12.89995,80.09155|12.89982,80.09145|12.89876,80.09064|12.89824,80.09025|12.89733,80.08952|12.89723,80.08945|12.8968,80.08915|12.89571,80.08833|12.89555,80.08821|12.89549662158875,80.08816943240745",FALSE,Continuous,Intermediate,,0.96,LittleMount-Kilambakkam,
LITTLEMOUNT_KILAMBAKKAM_030,Corridor_Littlemount_Kilambakkam,Littlemount_Kilambakkam,Littlemount_Kilambakkam.shp,30,14,690.07,12.89549662,80.08816943,12.89028843,80.08476126,12.89299608,80.08627456,At-Grade (Ground),13121.2,12601.3,"12.89549662158875,80.08816943240745","12.89028843459789,80.08476125927477","12.892996084613658,80.08627456346024","12.89549662158875,80.08816943240745|12.8953,80.08802|12.89469,80.08754|12.89408,80.0871|12.89345,80.08662|12.89344,80.08661|12.89303,80.0863|12.89291,80.08621|12.89289,80.08619|12.89288,80.08619|12.89288,80.08618|12.89286,80.08618|12.8927,80.08606|12.8926,80.08598|12.89257,80.08596|12.89256,80.08595|12.89255,80.08595|12.89244,80.08586|12.89217,80.08565|12.89199,80.08553|12.89185,80.08545|12.89159,80.08532|12.89141,80.08522|12.89075,80.085|12.89028843459789,80.08476125927477",FALSE,Continuous,Intermediate,,0.69,LittleMount-Kilambakkam,
LITTLEMOUNT_KILAMBAKKAM_031,Corridor_Littlemount_Kilambakkam,Littlemount_Kilambakkam,Littlemount_Kilambakkam.shp,31,13,733.73,12.89028843,80.08476126,12.88415792,80.08218734,12.88722017,80.08348017,At-Grade (Ground),13801.4,13087.34,"12.89028843459789,80.08476125927477","12.884157922891179,80.08218733798336","12.887220174647384,80.0834801718566","12.89028843459789,80.08476125927477|12.89017,80.0847|12.88919,80.0843|12.88828,80.08395|12.88807,80.08387|12.88698,80.08337|12.88527,80.0827|12.88484,80.08248|12.88457,80.08235|12.884157922891179,80.08218733798336",FALSE,Continuous,Intermediate,,0.73,LittleMount-Kilambakkam,
LITTLEMOUNT_KILAMBAKKAM_032,Corridor_Littlemount_Kilambakkam,Littlemount_Kilambakkam,Littlemount_Kilambakkam.shp,32,22,1216.45,12.88415792,80.08218734,12.8739,80.0782,12.87903467,80.080153,At-Grade (Ground),14725.83,13745.33,"12.884157922891179,80.08218733798336","12.8739,80.0782","12.879034671426671,80.080153001785","12.884157922891179,80.08218733798336|12.88381,80.08205|12.88314,80.08177|12.88167,80.08116|12.88155,80.08111|12.88145,80.08107|12.88114,80.08095|12.87992,80.08049|12.87962,80.08038|12.87932,80.08027|12.87916,80.0802|12.879,80.08014|12.87823,80.07983|12.87752,80.07955|12.87591,80.07897|12.87566,80.07887|12.87501,80.07862|12.87497,80.07861|12.87491,80.0786|12.87488,80.0786|12.87485,80.0786|12.87476,80.07861|12.87463,80.07855|12.87453,80.0785|12.87441,80.07843|12.87408,80.07828|12.8739,80.0782",FALSE,Continuous,CORRIDOR_END_NODE,,1.22,LittleMount-Kilambakkam,
BROADWAY_KOYEMBEDU_001,EVR Salai,EVR Salai,Broadway-Koyembedu.shp,1,0,380.63,13.08498,80.2837,13.08217389,80.28170299,13.08362229,80.28265091,At-Grade (Ground),172.16,162.7,"13.08498,80.2837","13.08217389051974,80.2817029927075","13.083622285775135,80.28265090541827","13.08498,80.2837|13.08493,80.28363|13.08485,80.28352|13.08473,80.2834|13.08463,80.2833|13.08454,80.28323|13.08407,80.28293|13.0833,80.28245|13.08284,80.28217|13.08283,80.28216|13.08254,80.28197|13.0823,80.2818|13.08217389051974,80.2817029927075",FALSE,Continuous,CORRIDOR_START_NODE,,0.38,EVR Salai- Broadway-Koyembedu,
BROADWAY_KOYEMBEDU_002,EVR Salai,EVR Salai,Broadway-Koyembedu.shp,2,1,349.67,13.08217389,80.28170299,13.08204031,80.2785129,13.08218385,80.28011835,At-Grade (Ground),163.65,260.16,"13.08217389051974,80.2817029927075","13.08204031036744,80.27851289676278","13.082183854007742,80.28011834610284","13.08217389051974,80.2817029927075|13.08217,80.2817|13.08224,80.28159|13.08225,80.28143|13.08227,80.28108|13.08223,80.28056|13.08222,80.28051|13.08219,80.2802|13.08212,80.27927|13.0821,80.27907|13.08204031036744,80.27851289676278",FALSE,Continuous,Intermediate,,0.35,EVR Salai- Broadway-Koyembedu,
BROADWAY_KOYEMBEDU_003,EVR Salai,EVR Salai,Broadway-Koyembedu.shp,3,2,237.9,13.08204031,80.2785129,13.08178035,80.27633518,13.08192335,80.27742234,At-Grade (Ground),116.4,11.78,"13.08204031036744,80.27851289676278","13.081780345628706,80.27633517668643","13.081923347474167,80.27742234477611","13.08204031036744,80.27851289676278|13.08204,80.27851|13.08199,80.278|13.08184,80.2767|13.0818,80.27644|13.081780345628706,80.27633517668643",FALSE,Continuous,Intermediate,,0.24,EVR Salai- Broadway-Koyembedu,
BROADWAY_KOYEMBEDU_004,EVR Salai,EVR Salai,Broadway-Koyembedu.shp,4,3,126.25,13.08178035,80.27633518,13.08163177,80.27518237,13.0816866,80.27576171,At-Grade (Ground),65.21,108.05,"13.081780345628706,80.27633517668643","13.081631766093468,80.27518237051726","13.081686604826247,80.27576170688539","13.081780345628706,80.27633517668643|13.08177,80.27628|13.08175,80.27608|13.08173,80.27601|13.08169,80.27579|13.08166,80.27554|13.081631766093468,80.27518237051726",FALSE,Continuous,Intermediate,,0.13,EVR Salai- Broadway-Koyembedu,
BROADWAY_KOYEMBEDU_005,EVR Salai,EVR Salai,Broadway-Koyembedu.shp,5,4,459.25,13.08163177,80.27518237,13.08091703,80.27102406,13.08139084,80.2730823,At-Grade (Ground),226.32,21.79,"13.081631766093468,80.27518237051726","13.08091703094127,80.27102406188254","13.081390842657514,80.27308229755332","13.081631766093468,80.27518237051726|13.08163,80.27516|13.08163,80.27506|13.08161,80.27478|13.08158,80.27445|13.08156,80.27414|13.08154,80.27402|13.0815,80.27381|13.08144,80.2734|13.08142,80.27325|13.08141,80.27318|13.08131,80.27267|13.0812,80.27206|13.08104,80.27136|13.081,80.27122|13.08094,80.27107|13.08091703094127,80.27102406188254",FALSE,Continuous,Intermediate,,0.46,EVR Salai- Broadway-Koyembedu,
BROADWAY_KOYEMBEDU_006,EVR Salai,EVR Salai,Broadway-Koyembedu.shp,6,5,634.05,13.08091703,80.27102406,13.08072055,80.26519872,13.08071204,80.26812032,At-Grade (Ground),294.22,409.7,"13.08091703094127,80.27102406188254","13.080720545241066,80.26519872385707","13.080712038247169,80.26812031952731","13.08091703094127,80.27102406188254|13.08089,80.27097|13.08085,80.27087|13.08083,80.27077|13.0808,80.27056|13.08079,80.2703|13.08077,80.27001|13.08075,80.26951|13.08073,80.26874|13.08071,80.26805|13.08072,80.26763|13.08072,80.26756|13.08072,80.26737|13.08072,80.26672|13.08073,80.26654|13.08075,80.26629|13.08075,80.26567|13.080720545241066,80.26519872385707",FALSE,Continuous,Intermediate,,0.63,EVR Salai- Broadway-Koyembedu,
BROADWAY_KOYEMBEDU_007,EVR Salai,EVR Salai,Broadway-Koyembedu.shp,7,6,271.41,13.08072055,80.26519872,13.08021039,80.26275288,13.08048232,80.26397159,At-Grade (Ground),128.36,234.2,"13.080720545241066,80.26519872385707","13.080210389750713,80.26275288415528","13.080482317347105,80.26397158673552","13.080720545241066,80.26519872385707|13.08072,80.26519|13.08071,80.2651|13.08065,80.26484|13.08055,80.26433|13.08051,80.26411|13.08048,80.26396|13.08026,80.26312|13.080210389750713,80.26275288415528",FALSE,Continuous,Intermediate,,0.27,EVR Salai- Broadway-Koyembedu,
BROADWAY_KOYEMBEDU_008,EVR Salai,EVR Salai,Broadway-Koyembedu.shp,8,7,446.48,13.08021039,80.26275288,13.07935103,80.25874989,13.07965024,80.26078309,At-Grade (Ground),219.23,258.31,"13.080210389750713,80.26275288415528","13.079351034681904,80.25874988696043","13.079650241775635,80.2607830888136","13.080210389750713,80.26275288415528|13.08021,80.26275|13.08019,80.26266|13.08015,80.26244|13.08012,80.26221|13.08007,80.26201|13.08005,80.26191|13.08001,80.26178|13.07995,80.26158|13.0799,80.26146|13.07981,80.26128|13.07977,80.26117|13.07964,80.26075|13.0796,80.26057|13.07957,80.2604|13.0795,80.25999|13.07944,80.2596|13.079351034681904,80.25874988696043",FALSE,Continuous,Intermediate,,0.45,EVR Salai- Broadway-Koyembedu,
BROADWAY_KOYEMBEDU_009,EVR Salai,EVR Salai,Broadway-Koyembedu.shp,9,8,233.22,13.07935103,80.25874989,13.07909162,80.25661889,13.07925096,80.25767955,At-Grade (Ground),96.37,323.2,"13.079351034681904,80.25874988696043","13.079091623749786,80.25661889125278","13.079250955335212,80.25767955335213","13.079351034681904,80.25874988696043|13.07935,80.25874|13.07932,80.25849|13.07929,80.25807|13.07925,80.25767|13.07921,80.25726|13.07916,80.25691|13.07909,80.25664|13.079091623749786,80.25661889125278",FALSE,Continuous,Intermediate,,0.23,EVR Salai- Broadway-Koyembedu,
